AE;ABU DHABI;ABU DHABI;;AUHT01;Airport;ABU DHABI AIRPORT;ABU DHABI AIRPORT;SKYPARK PLAZA/IN FRONT OF TERMINAL3;0004399;ABU DHABI;971;2;5998959;2;5998958;DAILY 24 HRS;;;;;;;Y;N;0244274;0546435;Freesell;Freesell;Franchise;N;T;;C;Counter in terminal / shuttle to car
AE;ABU DHABI;ABU DHABI;;AUHC02;DownTown;ABU DHABI DOWNTOWN;KHALIFA STREET;;0004399;ABU DHABI;971;2;6261441;2;6268870;MON-THU 08:00-20:00;FRI 08:00-14:00;SAT-SUN 08:00-20:00;;;;;Y;N;0244922;0543609;Freesell;Freesell;Franchise;N;N;;S;Shuttle to counter and car
AE;ABU DHABI;ABU DHABI;;AUHC04;DownTown;EMC - ABU DHABI MUSSAFAH;17TH STREET, MUSSAFAH 4 ABU DHABI;;4399 / 101;ABU DHABI;971;2;6567687;2;6567859;MON-THU 08:00-13:00 14:00-17:00;FRI CLOSED;SAT-SUN 08:00-13:00 14:00-17:00;;;;;N;N;0243778;0545308;N.A.;N.A.;Franchise;N;N;;N;Not applicable
AE;ABU DHABI;ABU DHABI;;AUHC05;DownTown;AUBU DHABI MUSHRIF MALL;SHAIKH RASHID BIN SAEED;AL MAKTOUM ST - MUSHRIF MALL;0004399;ABU DHABI;971;2;6500109;2;6268870;MON-THU 10:00-22:00;FRI 13:00-23:00;SAT-SUN 10:00-22:00;;;;;N;N;0244340;0544131;N.A.;N.A.;Franchise;N;N;;;
AE;ABU DHABI;ABU DHABI;;AUHR02;Resort;ABU DHABI BEACH HOTEL;BEACH  HOTEL;TOURIST CLUB AREA;;ABU DHABI;971;2;6979130;2;6979146;MON-THU 08:00-17:00;FRI CLOSED;SAT-SUN 08:00-17:00;;;;;Y;N;0244950;0543838;Freesell;Freesell;Franchise;N;N;;;
AE;ABU DHABI;ABU DHABI;;AUHR04;Resort;ST. REGIS SAADIYAT ISLAND RESORT;IN SAADIYAT ISLAND NEAR YAS ISLAND;;0004399;ABU DHABI;971;2;4561400;2;4561500;MON-THU 08:00-17:00;FRI CLOSED;SAT-SUN 08:00-17:00;;;;;Y;N;0245394;0544241;Freesell;Freesell;Franchise;N;N;;;
